timestamp,"rule.level","rule.description","full_log","data.win.system.message"
"Apr 24, 2020 @ 11:04:03.274",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x244
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 11:04:02.751",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x244
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 11:04:02.364",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x244
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 11:03:54.954",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\TimeProviders\NtpClient' checksum changed.
Old md5sum was: 'f7ede040f0bd50f2432cce9ba9720243'
New md5sum is : 'eda90e962d11223dcc2aa38c612f8db1'
Old sha1sum was: '01b3e39aa29d8c3fccfcaa1089c2a0890d3baaae'
New sha1sum is : '46828a156d8a5d6357730cd8697fe3b679bb75fd'
",
"Apr 24, 2020 @ 11:03:54.915",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\SecureTimeLimits' checksum changed.
Old md5sum was: '1c76fe95384571894fea60032499598b'
New md5sum is : 'ceeb06e70fb6f505171a7c9c711db2d5'
Old sha1sum was: 'd5716310782cfc86d0c74a24cb1f7f269a683771'
New sha1sum is : 'd8c1095e9ac02d487773bedbec465442b6695166'
",
"Apr 24, 2020 @ 11:03:54.903",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\SecureTimeLimits\RunTime' checksum changed.
Old md5sum was: 'ccf3312e10ed522b86fedf9f55f0ee11'
New md5sum is : '9ed8ee01a5e90b55c9e3ecfac1fe847c'
Old sha1sum was: 'aecc4f74462e7feab3e10f942d257edbd5ee7e0d'
New sha1sum is : 'e3d4fb00002e47cbb4fab5843100d604fcc5eeeb'
",
"Apr 24, 2020 @ 11:03:54.106",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\VSS\Diag\VolSnap' checksum changed.
Old md5sum was: '7b25497674cc671619a3e52c5a6b72e8'
New md5sum is : 'fe9f3d2ef09eed665f3e018cbf6645fc'
Old sha1sum was: 'c42697f1b7d2dcbd8290e433e4dc2ca12090701a'
New sha1sum is : 'ce373758828d2eb499f0ef2c64895e0a81a9c7dd'
",
"Apr 24, 2020 @ 11:03:52.579",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Vid\Parameters\Wdf' checksum changed.
Old md5sum was: 'acae9dc748745942263a86d7eb614be0'
New md5sum is : '07bcbe44689b969b45098e345d432277'
Old sha1sum was: '426e630d1ce4b54eb126567e177155a4f7a507fa'
New sha1sum is : '77f62fa77317c4bdd2c675ee6c90a7c8ca01c355'
",
"Apr 24, 2020 @ 11:03:52.330",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\vdrvroot\Parameters\Wdf' checksum changed.
Old md5sum was: '73ff3da5b491b534e4f1fca73d797712'
New md5sum is : '07dc19bc9fdca741ff145af99cb6b962'
Old sha1sum was: '4f491ce1ca6fff4e44240d89175bfd01ac0bfaf4'
New sha1sum is : '21672b171b2f936929d2115820c42e4dd9cd8476'
",
"Apr 24, 2020 @ 11:03:52.079",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UserDataSvc_376ac' was added.
",
"Apr 24, 2020 @ 11:03:52.064",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UserDataSvc_376ac\Security' was added.
",
"Apr 24, 2020 @ 11:03:51.454",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBXHCI\Parameters\Wdf' checksum changed.
Old md5sum was: 'd73c739d94aff99e2de6c480608f2631'
New md5sum is : '71dd38be548797ce53eaa8938ef75c1c'
Old sha1sum was: 'e68a929ae8dc2dda3351cb8777f4c6a4351c08c7'
New sha1sum is : '1ab1e055e97afe081bb9c3fe8d4828d7e7416aa2'
",
"Apr 24, 2020 @ 11:03:51.282",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBHUB3\Parameters\Wdf' checksum changed.
Old md5sum was: '057b39f9a279a74ae6e39c10634a6eab'
New md5sum is : 'a030b1f0f699d16cbbdcb02462651a33'
Old sha1sum was: 'd9be4838d8b27777b7d1f01677d6ae2e41541245'
New sha1sum is : 'cd33fcd2825e0d7155b5e008ea746fde2e9f44e1'
",
"Apr 24, 2020 @ 11:03:50.846",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UnistoreSvc_376ac' was added.
",
"Apr 24, 2020 @ 11:03:50.829",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UnistoreSvc_376ac\Security' was added.
",
"Apr 24, 2020 @ 11:03:50.642",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\umbus\Parameters\Wdf' checksum changed.
Old md5sum was: 'acae9dc748745942263a86d7eb614be0'
New md5sum is : '07bcbe44689b969b45098e345d432277'
Old sha1sum was: '426e630d1ce4b54eb126567e177155a4f7a507fa'
New sha1sum is : '77f62fa77317c4bdd2c675ee6c90a7c8ca01c355'
",
"Apr 24, 2020 @ 11:03:49.525",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\TrustedInstaller' checksum changed.
Old md5sum was: 'f5ea91602eb594fc2b4973f59a513fcb'
New md5sum is : '06f5c6f330af834dd08ce904d9ae7cc8'
Old sha1sum was: '7d45a8c18f8a7d6091a33c6ba0252b375312ca0c'
New sha1sum is : '0cf4c4c19a1201e41b9deba273320298f4f97b50'
",
"Apr 24, 2020 @ 11:03:48.032",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{10cb9356-9dd8-4d03-959f-611e879a11a6}' checksum changed.
Old md5sum was: 'ae5aeacd0ec096e337ca3ae6a707a5ef'
New md5sum is : 'dced103e4335a3cbc9f877909d35f249'
Old sha1sum was: 'cc73062438c2d276ae920c586c61e8046d7af96f'
New sha1sum is : 'e32425c2e3c2ae62b9591c6c3a4c676774ff1b10'
",
"Apr 24, 2020 @ 11:03:44.002",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\srvnet\Parameters' checksum changed.
Old md5sum was: '3d3a643354245020081ae89e531e5f43'
New md5sum is : 'b7992042185fc6ec85e366e31893c993'
Old sha1sum was: '388ea0001ce3a9c23720ba87edb0e1b1510b7b4e'
New sha1sum is : '7da8cd2c012f8b55d1d5ce23f9ccdf45379c55ad'
",
"Apr 24, 2020 @ 11:03:41.517",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch2' checksum changed.
Old md5sum was: '5de0ef21cee3c7b87f2fab30b8b06e2e'
New md5sum is : 'dc9f9e3fba782230828c1350ebdd6327'
Old sha1sum was: '95450da791d27d0a0e456663988211c24b30dbec'
New sha1sum is : 'df82c4e7b328c25ab2a829fbb36079904d347a00'
",
"Apr 24, 2020 @ 11:03:41.501",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch' checksum changed.
Old md5sum was: '06f3d2f39343f57d32dd262e225aae84'
New md5sum is : 'd986956d161956f4b141437fa08b93c0'
Old sha1sum was: 'cc04983290ed793a09187d5412932856395b581c'
New sha1sum is : '5233ab213dffc9768aad8b2621a3d7286c52d461'
",
"Apr 24, 2020 @ 11:03:34.611",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\rdyboost\Diagnostics' checksum changed.
Old md5sum was: 'b94f00fb649e58278413ddb218687776'
New md5sum is : 'fa742e572a0ab3ad838cdc36f548a2e7'
Old sha1sum was: '4e632334dcf3fb5f87a71c66694dd9a1eb5fdbc7'
New sha1sum is : '4bd92b98f3142283ddbfa0b8875cc0e446f8a651'
",
"Apr 24, 2020 @ 11:03:34.443",3,"Software Protection service scheduled successfully",,"""Successfully scheduled Software Protection service for re-start at 2020-04-25T11:00:32Z. Reason: RulesEngine."""
"Apr 24, 2020 @ 11:03:32.547",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_376ac' was added.
",
"Apr 24, 2020 @ 11:03:32.531",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_376ac\Security' was added.
",
"Apr 24, 2020 @ 11:03:31.989",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_376ac' was added.
",
"Apr 24, 2020 @ 11:03:31.963",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_376ac\Security' was added.
",
"Apr 24, 2020 @ 11:03:29.781",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_376ac' was added.
",
"Apr 24, 2020 @ 11:03:29.766",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\OneSyncSvc_376ac\Security' was added.
",
"Apr 24, 2020 @ 11:03:29.236",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NlaSvc\Parameters\Cache' checksum changed.
Old md5sum was: '774e15e7baf44381d722db864ab890d7'
New md5sum is : '50e564d651df4ed3711c530cb99d635a'
Old sha1sum was: '469daffaef7546bd68eba730d238e5592de9f468'
New sha1sum is : '9f85b67a6c52e8312f838e2577ad0927a069eeda'
",
"Apr 24, 2020 @ 11:03:27.313",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NdisVirtualBus\Parameters\Wdf' checksum changed.
Old md5sum was: '5727fcd23252b0e1550791766fd7e652'
New md5sum is : '3237690c2487672daf0d764886f2486e'
Old sha1sum was: '1a0a4badb9ef02d3f518064090d622844165b266'
New sha1sum is : '7b1cc9112a2248a97fd7bebf1719ff23d879c73f'
",
"Apr 24, 2020 @ 11:03:25.532",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\msisadrv\Parameters\Wdf' checksum changed.
Old md5sum was: '71d14a2d2a756124273e36b0738f8bba'
New md5sum is : '485b8cd95010a402c5cb5df739888197'
Old sha1sum was: 'c605e5d23f62dcaf8235115a11a8363912e96ea2'
New sha1sum is : '63bbc4fda93f12ece6293c204dfcb711133f2b09'
",
"Apr 24, 2020 @ 11:03:24.521",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\monitor\Parameters\Wdf' checksum changed.
Old md5sum was: 'b4bce65b22aa4a519547960a719662c4'
New md5sum is : 'e7f150c5b2e694552ac7e3a81dfeb879'
Old sha1sum was: '3dac9d974e4d5d554b03c5e46ca8acc22b4826b6'
New sha1sum is : '3d5032ce5742ff04fd54fe3d6f8b54661fa11592'
",
"Apr 24, 2020 @ 11:03:24.406",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_376ac' was added.
",
"Apr 24, 2020 @ 11:03:24.391",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_376ac\TriggerInfo\0' was added.
",
"Apr 24, 2020 @ 11:03:24.375",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\MessagingService_376ac\Security' was added.
",
"Apr 24, 2020 @ 11:03:19.877",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanServer\Parameters' checksum changed.
Old md5sum was: 'df3256a25e140f891367ef4f45e45db2'
New md5sum is : '4e809c5a694024fb7e8bf55fa6c9d969'
Old sha1sum was: 'e2d4eee52f1f6550a2d64d496dfa6aa49e9a8351'
New sha1sum is : '55bbefa8f8f38af4f7308965422d124b00ec27d0'
",
"Apr 24, 2020 @ 11:03:18.562",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\intelppm\Parameters\Wdf' checksum changed.
Old md5sum was: '5727fcd23252b0e1550791766fd7e652'
New md5sum is : '50ce2913739b9a0576dc7cc15a20dd59'
Old sha1sum was: '1a0a4badb9ef02d3f518064090d622844165b266'
New sha1sum is : '64b431120ed76993c1ebfe47b1082e06b2b95e0e'
",
"Apr 24, 2020 @ 11:03:14.329",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\HDAudBus\Parameters\Wdf' checksum changed.
Old md5sum was: '1f47b7195d8fed9969326bd01db47d06'
New md5sum is : '5ee04d11a7749eecbe4961fcea115bfe'
Old sha1sum was: 'ee63ae916c97b341f744e3bde4a840cc48ac014b'
New sha1sum is : '5a2a3c359b19360c172a2e0681a155502359134d'
",
"Apr 24, 2020 @ 11:03:13.594",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\gencounter\Parameters\Wdf' checksum changed.
Old md5sum was: '5727fcd23252b0e1550791766fd7e652'
New md5sum is : '50ce2913739b9a0576dc7cc15a20dd59'
Old sha1sum was: '1a0a4badb9ef02d3f518064090d622844165b266'
New sha1sum is : '64b431120ed76993c1ebfe47b1082e06b2b95e0e'
",
"Apr 24, 2020 @ 11:03:12.547",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\FDResPub\ServiceData' checksum changed.
Old md5sum was: '8babdce3ab05d3473a80df927d06237f'
New md5sum is : 'ae9643074ec7a4ef81bb63a482e527c9'
Old sha1sum was: 'e353e522c03a6a1e27f132fba0a42bb0a83e4bf3'
New sha1sum is : 'bb90e1460f2a74046f7b573529a69b9faa6b3a52'
",
"Apr 24, 2020 @ 11:03:04.891",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\State' checksum changed.
Old md5sum was: '8ef26438ac25bee10003522daa8b4a2f'
New md5sum is : 'b46732281ca86fbba34d92112530013f'
Old sha1sum was: 'b211ed5eee8285bb054c42335a4a0a9b2c9385b0'
New sha1sum is : 'f947da256090bd0fdc7e9fb2e5d566087624dd28'
",
