timestamp,"rule.level","rule.description","full_log","data.win.system.message"
"Apr 24, 2020 @ 10:28:32.180",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VolatileUserMgrKey\1\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: '480a7b1436febced63b663e198db057e'
New md5sum is : '4c17291dcd0de9eb46f1bf8312d3f109'
Old sha1sum was: 'a366c53c7d877bd13ac0386830dbad1b52127af9'
New sha1sum is : 'a02aa7cd463261dc68ec18a39291b1918d32122d'
",
"Apr 24, 2020 @ 10:28:30.925",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x248
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 10:28:28.128",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WpnUserService_3ea3f' was added.
",
"Apr 24, 2020 @ 10:28:28.112",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WpnUserService_3ea3f\Security' was added.
",
"Apr 24, 2020 @ 10:28:26.425",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WinSock2\Parameters' checksum changed.
Old md5sum was: 'd41d8cd98f00b204e9800998ecf8427e'
New md5sum is : '39324a091e8e394cfa0881ee3414520b'
Old sha1sum was: 'da39a3ee5e6b4b0d3255bfef95601890afd80709'
New sha1sum is : 'fa56f0ef6e21e4f64af4ae07bada3b859656ac2b'
",
"Apr 24, 2020 @ 10:28:26.410",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9' checksum changed.
Old md5sum was: 'd41d8cd98f00b204e9800998ecf8427e'
New md5sum is : '3ab42836b91eda6d7a737f85db75cc0f'
Old sha1sum was: 'da39a3ee5e6b4b0d3255bfef95601890afd80709'
New sha1sum is : '3e85e472ca462ac01899caabb6d29f1f7cf46732'
",
"Apr 24, 2020 @ 10:28:20.927",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\SecureTimeLimits' checksum changed.
Old md5sum was: 'bbd3c2d027909fd8ca60e5fb29be1c11'
New md5sum is : '2d06df654a5682deb631986d5e100e06'
Old sha1sum was: '840961701b92e0a0bb75a3c992b2e764bb835d51'
New sha1sum is : 'fad4ff695b75db7b46758e17f337de0152aa22a4'
",
"Apr 24, 2020 @ 10:28:20.914",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\SecureTimeLimits\RunTime' checksum changed.
Old md5sum was: '4256845286e0a414097e9c63c150cb5d'
New md5sum is : '0507a05dac0cb01533bea9c7856dd320'
Old sha1sum was: '684a425e096a2850d4c8dc9679a024c65fd89a91'
New sha1sum is : 'be87be8572a241e55153e65f30b0e97ba6d756d2'
",
"Apr 24, 2020 @ 10:28:20.322",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\VSS\Diag\VolSnap' checksum changed.
Old md5sum was: '7b25497674cc671619a3e52c5a6b72e8'
New md5sum is : 'c361117616a05d4278b52bebd6da3141'
Old sha1sum was: 'c42697f1b7d2dcbd8290e433e4dc2ca12090701a'
New sha1sum is : 'ec1bd80ed1806a52ea2bf63712d2625626a71bc5'
",
"Apr 24, 2020 @ 10:28:19.928",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x248
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 10:28:19.819",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x248
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 10:28:18.100",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Vid\Parameters\Wdf' checksum changed.
Old md5sum was: 'acae9dc748745942263a86d7eb614be0'
New md5sum is : '544514e57047c2570309981465630650'
Old sha1sum was: '426e630d1ce4b54eb126567e177155a4f7a507fa'
New sha1sum is : '806ec5bc628010b8292a8f9a147a3c4e5f55b8d7'
",
"Apr 24, 2020 @ 10:28:15.943",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\vdrvroot\Parameters\Wdf' checksum changed.
Old md5sum was: '73ff3da5b491b534e4f1fca73d797712'
New md5sum is : '6c9fa8f349691cfc6474afbfb85a26d0'
Old sha1sum was: '4f491ce1ca6fff4e44240d89175bfd01ac0bfaf4'
New sha1sum is : 'cf2a4ead8cc286234f64909716907d8e036d500a'
",
"Apr 24, 2020 @ 10:28:15.724",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UserDataSvc_3ea3f' was added.
",
"Apr 24, 2020 @ 10:28:15.708",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UserDataSvc_3ea3f\Security' was added.
",
"Apr 24, 2020 @ 10:28:15.068",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBXHCI\Parameters\Wdf' checksum changed.
Old md5sum was: 'd73c739d94aff99e2de6c480608f2631'
New md5sum is : '8ac497b048ccef73c4ecb361aa3ffac8'
Old sha1sum was: 'e68a929ae8dc2dda3351cb8777f4c6a4351c08c7'
New sha1sum is : 'a57ddc3084097c99fcffcfb1e624035b13112910'
",
"Apr 24, 2020 @ 10:28:14.912",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\USBHUB3\Parameters\Wdf' checksum changed.
Old md5sum was: '057b39f9a279a74ae6e39c10634a6eab'
New md5sum is : '963ffd284ab17477c4d656c4f2614c4f'
Old sha1sum was: 'd9be4838d8b27777b7d1f01677d6ae2e41541245'
New sha1sum is : 'c0ea9cb87fbded9044c0d4731c687543eb23962a'
",
"Apr 24, 2020 @ 10:28:14.436",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UnistoreSvc_3ea3f' was added.
",
"Apr 24, 2020 @ 10:28:14.398",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\UnistoreSvc_3ea3f\Security' was added.
",
"Apr 24, 2020 @ 10:28:14.193",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\umbus\Parameters\Wdf' checksum changed.
Old md5sum was: 'acae9dc748745942263a86d7eb614be0'
New md5sum is : '544514e57047c2570309981465630650'
Old sha1sum was: '426e630d1ce4b54eb126567e177155a4f7a507fa'
New sha1sum is : '806ec5bc628010b8292a8f9a147a3c4e5f55b8d7'
",
"Apr 24, 2020 @ 10:28:13.164",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\TrustedInstaller' checksum changed.
Old md5sum was: 'f5ea91602eb594fc2b4973f59a513fcb'
New md5sum is : '06f5c6f330af834dd08ce904d9ae7cc8'
Old sha1sum was: '7d45a8c18f8a7d6091a33c6ba0252b375312ca0c'
New sha1sum is : '0cf4c4c19a1201e41b9deba273320298f4f97b50'
",
"Apr 24, 2020 @ 10:28:11.663",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{10cb9356-9dd8-4d03-959f-611e879a11a6}' checksum changed.
Old md5sum was: 'ae5aeacd0ec096e337ca3ae6a707a5ef'
New md5sum is : '330657157ba5cc04171b1c1a81722e90'
Old sha1sum was: 'cc73062438c2d276ae920c586c61e8046d7af96f'
New sha1sum is : 'acb2fba9bf89d2a3d54e7e057478f4c44fa08b81'
",
"Apr 24, 2020 @ 10:28:07.789",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\srvnet\Parameters' checksum changed.
Old md5sum was: '3d3a643354245020081ae89e531e5f43'
New md5sum is : 'b7992042185fc6ec85e366e31893c993'
Old sha1sum was: '388ea0001ce3a9c23720ba87edb0e1b1510b7b4e'
New sha1sum is : '7da8cd2c012f8b55d1d5ce23f9ccdf45379c55ad'
",
"Apr 24, 2020 @ 10:28:06.915",5,"Windows System error event",,"""The server {0134A8B2-3407-4B45-AD25-E9F7C92A80BC} did not register with DCOM within the required timeout."""
"Apr 24, 2020 @ 10:28:06.226",9,"ATT&CK T1058:Registry edit for new service","{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""13"",""version"":""2"",""level"":""4"",""task"":""13"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2020-04-24T10:28:03.912026900Z"",""eventRecordID"":""921"",""processID"":""2148"",""threadID"":""2680"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""DESKTOP-HUE026H"",""severityValue"":""INFORMATION"",""message"":""\""Registry value set:\r\nRuleName: T1031,T1050\r\nEventType: SetValue\r\nUtcTime: 2020-04-24 10:28:03.899\r\nProcessGuid: {df9fc3d3-be95-5ea2-0000-001031a80000}\r\nProcessId: 584\r\nImage: C:\\Windows\\system32\\services.exe\r\nTargetObject: HKLM\\System\\CurrentControlSet\\Services\\GoogleChromeElevationService\\ImagePath\r\nDetails: \""C:\\Program Files (x86)\\Google\\Chrome\\Application\\81.0.4044.122\\elevation_service.exe\""\""""},""eventdata"":{""ruleName"":""T1031,T1050"",""eventType"":""SetValue"",""utcTime"":""2020-04-24 10:28:03.899"",""processGuid"":""{df9fc3d3-be95-5ea2-0000-001031a80000}"",""processId"":""584"",""image"":""C:\\\\Windows\\\\system32\\\\services.exe"",""targetObject"":""HKLM\\\\System\\\\CurrentControlSet\\\\Services\\\\GoogleChromeElevationService\\\\ImagePath"",""details"":""\\\""C:\\\\Program Files (x86)\\\\Google\\\\Chrome\\\\Application\\\\81.0.4044.122\\\\elevation_service.exe\\\""""}}}","""Registry value set:
RuleName: T1031,T1050
EventType: SetValue
UtcTime: 2020-04-24 10:28:03.899
ProcessGuid: {df9fc3d3-be95-5ea2-0000-001031a80000}
ProcessId: 584
Image: C:\Windows\system32\services.exe
TargetObject: HKLM\System\CurrentControlSet\Services\GoogleChromeElevationService\ImagePath
Details: ""C:\Program Files (x86)\Google\Chrome\Application\81.0.4044.122\elevation_service.exe"""""
"Apr 24, 2020 @ 10:28:06.211",9,"ATT&CK T1058:Registry edit for new service","{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""13"",""version"":""2"",""level"":""4"",""task"":""13"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2020-04-24T10:28:03.911809700Z"",""eventRecordID"":""920"",""processID"":""2148"",""threadID"":""2680"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""DESKTOP-HUE026H"",""severityValue"":""INFORMATION"",""message"":""\""Registry value set:\r\nRuleName: T1031,T1050\r\nEventType: SetValue\r\nUtcTime: 2020-04-24 10:28:03.899\r\nProcessGuid: {df9fc3d3-be95-5ea2-0000-001031a80000}\r\nProcessId: 584\r\nImage: C:\\Windows\\system32\\services.exe\r\nTargetObject: HKLM\\System\\CurrentControlSet\\Services\\GoogleChromeElevationService\\Start\r\nDetails: DWORD (0x00000003)\""""},""eventdata"":{""ruleName"":""T1031,T1050"",""eventType"":""SetValue"",""utcTime"":""2020-04-24 10:28:03.899"",""processGuid"":""{df9fc3d3-be95-5ea2-0000-001031a80000}"",""processId"":""584"",""image"":""C:\\\\Windows\\\\system32\\\\services.exe"",""targetObject"":""HKLM\\\\System\\\\CurrentControlSet\\\\Services\\\\GoogleChromeElevationService\\\\Start"",""details"":""DWORD (0x00000003)""}}}","""Registry value set:
RuleName: T1031,T1050
EventType: SetValue
UtcTime: 2020-04-24 10:28:03.899
ProcessGuid: {df9fc3d3-be95-5ea2-0000-001031a80000}
ProcessId: 584
Image: C:\Windows\system32\services.exe
TargetObject: HKLM\System\CurrentControlSet\Services\GoogleChromeElevationService\Start
Details: DWORD (0x00000003)"""
"Apr 24, 2020 @ 10:28:05.189",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch2' checksum changed.
Old md5sum was: '5de0ef21cee3c7b87f2fab30b8b06e2e'
New md5sum is : 'dc9f9e3fba782230828c1350ebdd6327'
Old sha1sum was: '95450da791d27d0a0e456663988211c24b30dbec'
New sha1sum is : 'df82c4e7b328c25ab2a829fbb36079904d347a00'
",
"Apr 24, 2020 @ 10:28:05.184",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch' checksum changed.
Old md5sum was: 'f93cf0221c7bffcbf0606d9f193a943e'
New md5sum is : '5b91e535422785d7409df5362ceec530'
Old sha1sum was: '098e4d9f53900d4e8394afe508e54240c78b74ad'
New sha1sum is : '4e27ba555e6d427aef066e320154eafec1fd64e2'
",
"Apr 24, 2020 @ 10:28:02.587",3,"Software Protection service scheduled successfully",,"""Successfully scheduled Software Protection service for re-start at 2020-04-25T10:25:00Z. Reason: RulesEngine."""
